query;docId1;title1;docId2;title2;docId3;title3;docId4;title4;docId5;title5;docId6;title6;docId7;title7;;
contagem da prescrição intercorrente. execução fiscal;638023415;REsp 1340553 RS;1289710880;STJ 314;1289710984;STJ 409;;;;;;;;;;
contagem da prescrição intercorrente. execução fiscal. requisitos;638023415;REsp 1340553 RS;1289710880;STJ 314;1289710984;STJ 409;;;;;;;;;;
contagem de tempo de serviço especial servidor público;932679024;RE 1014286;;;;;;;;;;;;;;
contagem do prazo de suspensão de 1 ano. LEF;638023415;REsp 1340553 RS;;;;;;;;;;;;;;
contagem do prazo prescricional após 1 ano de suspensão. execução fiscal. LEF;638023415;REsp 1340553 RS;1289710880;STJ 314;1289710984;STJ 409;;;;;;;;;;
contagem do prazo prescricional após suspensão de 1 ano. LEF;638023415;REsp 1340553 RS;;;;;;;;;;;;;;
contaminação ambiental exploração de chumbo ;682197953;REsp 1525327 PR;;;;;;;;;;;;;;
contra quem ajuizar ação de reajuste de benefício complementar;607426701;REsp 1370191 RJ;;;;;;;;;;;;;;
Contrato bancário e seguro;660592306;REsp 1639320 SP;660592305;REsp 1639259 SP ;;;;;;;;;;;;
contrato bancário. cláusula abusiva. consumidor;660592306;REsp 1639320 SP;660592305;REsp 1639259 SP ;656186430;REsp 1578553/SP;1289711127;STJ 532;;;;;;;;
Contrato bancário. cobrança abusiva;660592306;REsp 1639320 SP;660592305;REsp 1639259 SP ;;;;;;;;;;;;
contrato bancário. seguro de proteção financeira;660592306;REsp 1639320 SP;660592305;REsp 1639259 SP ;;;;;;;;;;;;
Contrato bancário. tarifa de avaliação do bem dado em garantia;656186430;REsp 1578553 SP;;;;;;;;;;;;;;
contrato bancário. venda casada;660592306;REsp 1639320 SP;660592305;REsp 1639259 SP ;;;;;;;;;;;;
contrato compra e venda de imóvel. cláusula penal;859662860;REsp 1614721 DF;859662863;REsp 1631485 DF;859662865;REsp 1635428/SC;859662866;REsp 1498484/DF;;;;;;;;
contrato de compra e venda. multa contratual moratória;859662865;REsp 1635428 SC;859662866;REsp 1498484 DF;;;;;;;;;;;;
Contrato de mútuo. repetição de indébito. encargos em favor do mutuário;686349226;REsp 1552434 GO;;;;;;;;;;;;;;
contrato de plano de saúde aplicação de nova lei ;1126752361;RE 948634;;;;;;;;;;;;;;
contrato de promessa de compra e venda de imóvel na planta PMCMV;859332652;REsp 1729593 SP;613222116;REsp 1601149/RS;;;;;;;;;;;;
contrato PMCMV;613222116;REsp 1601149 RS;859332652;REsp 1729593/SP;;;;;;;;;;;;
contratos de swap para fins de hedge;1234143637;RE 1224696;;;;;;;;;;;;;;
CONTRIBUIÇÃO PREVIDENCIÁRIA DO EMPREGADOR. INCIDÊNCIA SOBRE O SALÁRIO-MATERNIDADE. INCONSTITUCIONALIDADE;1107714916;RE 576967;;;;;;;;;;;;;;
Contribuição previdenciária do empregador. Salário-maternidade;1107714916;RE 576967;;;;;;;;;;;;;;
Contribuição previdenciária patronal terço de férias;1100450514;RE 1072485;;;;;;;;;;;;;;
CONTRIBUIÇÃO PREVIDENCIÁRIA SERVIDOR PÚBLICO;768165936;RE 593068;;;;;;;;;;;;;;
Contribuição previdenciária sobre pensões e proventos e militares inativos;1105639995;RE 596701;;;;;;;;;;;;;;
Contribuição previdenciária terço de férias;1100450514;RE 1072485;;;;;;;;;;;;;;
contribuição previdenciária. aposentado;861476170;ARE 1224327;;;;;;;;;;;;;;
Contribuição previdenciária. Não incidência. Portadores de doenças incapacitantes. Norma de eficácia limitada;1179426975;RE 630137;;;;;;;;;;;;;;
Contribuição sindical servidor público estatutário;1163754810;RE 1089282;;;;;;;;;;;;;;
Contribuição social finalidade;1100294621;RE 878313;;;;;;;;;;;;;;
Contribuição social para complementação de FGTS;1100294621;RE 878313;;;;;;;;;;;;;;
contribuições pis/pasep princípio da igualdade tributária ;862494461;RE 577494;;;;;;;;;;;;;;
controle dos tribunais de contas estaduais em relação aos atos administrativos do município;865397317;RE 576920;;;;;;;;;;;;;;
Conversão de aposentadoria aeronauta ex-combatente;1104617198;RE 683621;;;;;;;;;;;;;;
Conversão de precatórios em requisições de pequeno valor;768175163;RE 587982;;;;;;;;;;;;;;
Conversão de tempo de serviço comum servidor público;932679024;RE 1014286;;;;;;;;;;;;;;
Correção monetária das demonstrações financeiras de pessoas jurídicas;861892735;RE 545796;;;;;;;;;;;;;;
correção monetária e juros. créditos fiscais;861479319;ARE 1216078;;;;;;;;;;;;;;
correção monetária no ressarcimento de crédito escritural ;855170923;REsp 1767945 PR;855170918;REsp 1768060 RS ;855170984;REsp 1768415 SC ;;;;;;;;;;
Correção monetária. Fazenda Pública;551749190;REsp 1495146 MG;558036196;REsp 1492221 PR;;;;;;;;;;;;
;558036198;REsp 1495144 RS ;;;;;;;;;;;;;;
Corte de luz. débito de recuperação de consumo por fraude no aparelho medidor.;631776098;REsp 1412433 RS;859332013;REsp 1412435 MT;;;;;;;;;;;;
Corte de luz. débito de recuperação de consumo por fraude no aparelho medidor. Prazo;631776098;REsp 1412433 RS;859332013;REsp 1412435 MT;;;;;;;;;;;;
Corte de luz. dívida. gato. prazo;631776098;REsp 1412433 RS;859332013;REsp 1412435 MT;;;;;;;;;;;;
Corte de luz. Fraude no padrão de luz;631776098;REsp 1412433 RS;859332013;REsp 1412435 MT;;;;;;;;;;;;
Corte de luz. Gato na energia elétrica;631776098;REsp 1412433 RS;859332013;REsp 1412435 MT;;;;;;;;;;;;
créditos em precatórios;865478009;RE 631537;;;;;;;;;;;;;;
Criação de cargos em comissão;861474833;RE 1041210;1112939674;RE 719870;;;;;;;;;;;;
crime acidente de carro;919834716;RE 971959;;;;;;;;;;;;;;
Crime praticado por preso foragido;937121506;RE 608880;;;;;;;;;;;;;;
Danos decorrentes de crime praticado por preso foragido;937121506;RE 608880;;;;;;;;;;;;;;
